0.000000000000000000e+00 1.405898782702714955e+00 -2.772550061749482191e-03 1.574822347582890636e+00 1.041494369719199620e+00
1.000000000000000000e+04 3.985039773615141612e-01 2.630239229633648961e+02 1.692746030781554278e+00 1.671853944439831041e+00
2.000000000000000000e+04 2.946156352543526369e-01 -2.618285028264771341e+01 1.388422770408591633e+00 1.375578615740906896e+00
3.000000000000000000e+04 2.901315040230483255e-01 1.031323617099875989e+01 2.363863682624077089e+00 2.360653558291502030e+00
4.000000000000000000e+04 2.885553827684709804e-01 -8.713102272192982944e-01 2.108425326625689600e+00 2.107715768585780580e+00
5.000000000000000000e+04 2.766155827739453232e-01 5.575287885656425857e-01 2.181554986388247741e+00 2.181243600950001138e+00
6.000000000000000000e+04 2.812998272896563012e-01 -4.603274489625420740e-01 2.072799844048742290e+00 2.072391548228096791e+00
7.000000000000000000e+04 2.826226241912127013e-01 -2.087119853902444921e-01 2.040275834792971033e+00 2.039665673728285888e+00
8.000000000000000000e+04 2.577920353519061458e-01 -4.714596158552969984e-01 2.138402982634030725e+00 2.138273403979609633e+00
9.000000000000000000e+04 2.457784254923588707e-01 4.275230263339486747e-01 2.100519306440318257e+00 2.100076214722494505e+00
1.000000000000000000e+05 2.584977941817750424e-01 2.776193025127105862e+00 2.205487271206377997e+00 2.204967563505290329e+00
