3.900000000000000000e+05 2.318672732268111936e-01 3.048865993408930719e-01 2.211399572828758764e+00 2.210643493347217881e+00
4.000000000000000000e+05 2.501703653407591488e-01 5.714944074457381618e+00 2.242288457852621875e+00 2.242014537090744941e+00
4.100000000000000000e+05 2.406728030427651710e-01 1.844706818775690094e+00 2.272730660231666810e+00 2.272397952969432033e+00
4.200000000000000000e+05 2.509434290227856579e-01 2.432117121753051059e+00 2.251189309031624841e+00 2.251101219989696034e+00
4.300000000000000000e+05 2.571984721818471042e-01 -1.386931047645455939e+00 2.254955769620460515e+00 2.254125383424006035e+00
4.400000000000000000e+05 2.508517000155655041e-01 5.330683158074295269e-01 2.256635699467885559e+00 2.256132207772049370e+00
4.500000000000000000e+05 2.566239531144284269e-01 1.552123221596351410e+00 2.322395107286632676e+00 2.322133015663040201e+00
4.600000000000000000e+05 2.643631744149158025e-01 1.717270599972402501e-01 2.416892448092642365e+00 2.416069187258209183e+00
4.700000000000000000e+05 2.632615633431976687e-01 -7.248484811485842449e-01 2.386771713464147293e+00 2.386285258002224019e+00
4.800000000000000000e+05 2.572307973039022477e-01 -2.463983316106869437e-01 2.376138286654800424e+00 2.375756111592662201e+00
4.900000000000000000e+05 2.723871993444907935e-01 2.060666482325885784e-01 2.464981031806653178e+00 2.464863490097902066e+00
5.000000000000000000e+05 2.629211501876916324e-01 1.829778606945525077e+00 2.493181869291132724e+00 2.492889717769080971e+00
