0.000000000000000000e+00 1.405898782702714955e+00 -2.772550061749482191e-03 1.574822347582890636e+00 1.041494369719199620e+00
1.000000000000000000e+04 3.985039773615141612e-01 2.630239229633648961e+02 1.692746030781554278e+00 1.671853944439831041e+00
2.000000000000000000e+04 2.946156352543526369e-01 -2.618285028264771341e+01 1.388422770408591633e+00 1.375578615740906896e+00
3.000000000000000000e+04 2.901315040230483255e-01 1.031323617099875989e+01 2.363863682624077089e+00 2.360653558291502030e+00
4.000000000000000000e+04 2.885553827684709804e-01 -8.713102272192982944e-01 2.108425326625689600e+00 2.107715768585780580e+00
5.000000000000000000e+04 2.766155827739453232e-01 5.575287885656425857e-01 2.181554986388247741e+00 2.181243600950001138e+00
6.000000000000000000e+04 2.812998272896563012e-01 -4.603274489625420740e-01 2.072799844048742290e+00 2.072391548228096791e+00
7.000000000000000000e+04 2.826226241912127013e-01 -2.087119853902444921e-01 2.040275834792971033e+00 2.039665673728285888e+00
8.000000000000000000e+04 2.577920353519061458e-01 -4.714596158552969984e-01 2.138402982634030725e+00 2.138273403979609633e+00
9.000000000000000000e+04 2.457784254923588707e-01 4.275230263339486747e-01 2.100519306440318257e+00 2.100076214722494505e+00
1.000000000000000000e+05 2.584977941817750424e-01 2.776193025127105862e+00 2.205487271206377997e+00 2.204967563505290329e+00
1.100000000000000000e+05 2.568532431085790435e-01 -1.390422269219934170e+00 2.443841556859607245e+00 2.442795441426152792e+00
1.200000000000000000e+05 2.360338818641388170e-01 -1.398705583782462680e+00 2.249652589738557751e+00 2.249048399827232814e+00
1.300000000000000000e+05 2.484704762430995084e-01 2.381172945299193655e-01 2.427639627914444542e+00 2.427295518247285067e+00
1.400000000000000000e+05 2.400076732417349423e-01 1.895584449210860334e-02 2.324041661284989679e+00 2.323782450705103919e+00
1.500000000000000000e+05 2.512952900752558061e-01 1.383609113023786419e+00 2.370016600747125501e+00 2.369649407945754849e+00
1.600000000000000000e+05 2.406980517811314058e-01 1.673015950514235461e+00 2.228788378299225936e+00 2.228703252091414289e+00
1.700000000000000000e+05 2.479847949314530620e-01 -1.028332004205493866e-01 2.211311216477359398e+00 2.210806616208260689e+00
1.800000000000000000e+05 2.609446819522374672e-01 1.952082112752122622e-01 2.378764636988194514e+00 2.378461892205126382e+00
1.900000000000000000e+05 2.687562941155133833e-01 2.952167286354029585e+00 2.379132256577043414e+00 2.378533784532975481e+00
2.000000000000000000e+05 2.555917435389963299e-01 7.408459867651541186e-01 2.307620635557066091e+00 2.306944434695011648e+00
2.100000000000000000e+05 2.618484647900146123e-01 1.817484356791950084e+00 2.381081160419025178e+00 2.380923596235029471e+00
2.200000000000000000e+05 2.449726014573764543e-01 1.475127325636810038e+00 2.360665709921127231e+00 2.360571258993027222e+00
2.300000000000000000e+05 2.645749190581425103e-01 -1.103103874542417984e+00 2.287190351113228548e+00 2.286362466505957425e+00
2.400000000000000000e+05 2.643623870829181488e-01 -3.673258760749207319e-01 2.356562754048352470e+00 2.356365410531926941e+00
2.500000000000000000e+05 2.520590943784158933e-01 3.227793344837524003e-01 2.178071054610451363e+00 2.177712062230304557e+00
2.600000000000000000e+05 2.688747736227237728e-01 -1.626932958974206311e+00 2.205755491253324152e+00 2.205617608130169494e+00
2.700000000000000000e+05 2.517005436496377868e-01 3.937749808292840825e-01 2.194618684067118686e+00 2.194471290908456496e+00
2.800000000000000000e+05 2.616599989912874458e-01 -5.607520932666351099e-01 2.198895756577383231e+00 2.198737755841651431e+00
2.900000000000000000e+05 2.402480607823565262e-01 8.921838327097697530e-03 2.081022765420226239e+00 2.080836814867616180e+00
3.000000000000000000e+05 2.611609889119635430e-01 3.548789721631433469e-01 2.222018991714583613e+00 2.221449685568939181e+00
3.100000000000000000e+05 2.389870006748537612e-01 -2.356089654144082890e-01 2.068756213241874864e+00 2.068558924566603618e+00
3.200000000000000000e+05 2.397904829212844091e-01 -3.667893015207555063e-01 2.014815830972371380e+00 2.014726661692157972e+00
3.300000000000000000e+05 2.502381402323489157e-01 -9.713461415938856591e-01 2.103172474691439753e+00 2.102728067653912625e+00
3.400000000000000000e+05 2.458645400253535174e-01 -8.922469292133899943e-01 2.202288937124623924e+00 2.201755175027166000e+00
3.500000000000000000e+05 2.380959112555538493e-01 -7.877561730647874016e-01 2.175622642872987900e+00 2.175311218614073727e+00
3.600000000000000000e+05 2.275938432808711775e-01 -5.706623511288819728e-01 2.055569680056454018e+00 2.055278242416127998e+00
3.700000000000000000e+05 2.383969469761679782e-01 -1.137111848090558874e+00 2.130698876317429047e+00 2.130432702927048005e+00
3.800000000000000000e+05 2.539199923294706562e-01 1.305683954506283495e+00 2.206234605546312899e+00 2.206106036763763267e+00
