,iter,L2 error,PINN loss,PINN BC loss,PINN PDE loss,CPINN loss,CPINN PDE loss,CPINN BC loss,iter_num_sum
0,0.0,1.2722311773477593,1.494724072945827,0.3807539933786766,1.1139700795671506,-0.005094110894454075,-0.008859904920752396,0.0037657940262983214,12.0
